"cov01","cov02","cov04c","strata","no_urut","id_unique","gender","gender_text","education","education_text","date_submission_kur","record_reminder","sq02","sq03","sq04","sq05","ir01c","ir01d","ir01e","ir01f","ir02b","ir02c","ir03","ir03a","ir03a_w","ir03a_b","ir03a_c","ir03a_d","ir03a_v","ir05","ir05_tahun","ir06","ir06a","ir06a_w","ir06a_b","ir06a_c","ir06a_d","ir06a_e","ir06a_v","bi01b","bi01b_sector","bi01b_subsector","bi02x","bi02","bi02_repeat_count","bi03calc","bi04x","bi04","bi04_repeat_count","bi06","bi06_a","bi06_b","bi06_c","bi06_d","bi06_e","bi06_f","bi06_g","bi06_h","bi06_i","bi06_j","bi06_k","bi06_l","bi06_m","bi06_n","bi06_o","bi06_p","bi06_q","bi06_r","bi06_s","bi06_t","bi06_z","bi06_v","bi06_calc","bi06a","bi07","bi07_a","bi07_b","bi07_c","bi07_d","bi07_e","bi07_f","bi07_g","bi07_v","bi07_w","bi07_y","bi08a","bi08b","bi08b1","bi08b2","bi08b3","bi08b4","bi08b5","bi08b6","bi08b7","bi08b8","bi08b9","bi08_repeat_count","cl01x","cl01a","cl01b","cl02","cl02_a","cl02_b","cl02_c","cl02_d","cl02_e","cl02_f","cl02_g","cl02_h","cl02_i","cl02_j","cl02_v","cl02a","cl03_a","cl03_b","cl03_c","cl03_d","cl04ax","cl04a","cl04b_min","cl04b_max","cl04c","cl05ax","cl05a","cl05b_min","cl05b_max","cl05c","reserved_name_for_field_list_lab","cl06","cl07","cl08","cl09","cl10","cl11","bp01","bp02","bp03","bp04","bp05","bp06","bp07","bp08","bp09","bp10","we01_a","we01_b","we01_c","we01_d","ri01ax","ri01a","ri01b_min","ri01b_max","ri01c","ri02ax","ri02a","ri02b_min","ri02b_max","ri02c","fl01","v195","fl02a","fl02b","fl02c","fl02d","fl02e","fl02f","fl02g","fl02h","fl02i","fl02j","fl02k","fl02l","fl02m","fl02v","fl02_warn","fl02_calc","fl03a1","fl03a2","fl03b1","fl03b2","fl04","fl05","fl06","fl07x","fl07","fl08x","fl08","fl09","v226","rf01a","rf01b","rf01cc","rf01dd","rf01e","rf01f","rf01g","rf01h","rf01i","rf01j","rf01k","rf01l","rf01m","rf01n","rf01v","rf01_warn","rf01_calc","rf01a1","rf01a2","rf01b1","rf01b2","rf01c","rf01d","rf02","rf03","rf04","rf04_a","rf04_b","rf04_c","rf04_d","rf04_v","rf04_w","rf04_y","rf05_repeat_count","rf06","rf07x","rf07","rf08","rf09","rf10_period","rf10","rf10_percent","rf10_rupiah","rf11","rf11_rupiah","rf12","rf13","rf13_a","rf13_b","rf13_c","rf13_d","rf13_e","rf13_f","rf13a","rf13b","rf13c","rf13d","rf13e","rf13f","rf13_calc","rf14","rf14_a","rf14_b","rf14_c","rf14_d","rf14_e","rf14_f","rf14_g","rf14a","rf14b","rf14c","rf14d","rf14e","rf14f","rf14g","rf14_calc","rf15_group_count","rf16a","rf16b","rf16c","rf16d","rf16e","rf16f","rf16g","rf16h","rf16i","ke01","ke02","ke03","ke03_rupiah","ke04","ke05","ke05_a","ke05_b","ke05_c","ke05_d","ke05_e","ke05_v","ke06","ke07","ke08","ke09","ke10","ke11","ke12","ke12_a","ke12_b","ke12_c","ke12_d","ke12_v","ke12_w","ke13","ke13_a","ke13_b","ke13_c","ke13_d","ke13_e","ke13_f","ke13_g","ke13_v","co01","co02","co02_a","co02_b","co02_c","co02_d","co02_e","co02_v","co03","co04","co05","co05a","co05b","co06x","co06","co07","co08","co09","co09_a","co09_b","co09_c","co09_d","co09_e","co09_f","co09_v","co09a","co09b","co09c","co09d","co09e","co09f","co09v","co10","co11","co12","end_time","cov08","cov09","weight","sd","start_date","wgt","birth1","birth2","birth3","birth_month_year"
"NUSA TENGGARA TIMUR","SIKKA",1,19,39,"S19_39",2,"FEMALE",5,"SARJANA","08-05-2018","YA",1,1,1,3,3,96,7,96,,,"08-05-2018","W",1,0,0,0,0,1,,"13-04-2016","W",1,0,0,0,0,0,"SALT AND FRESH WATER FISHING",3,31,1,1,1,100,1,2,2,"A K L",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,"A","B G",0,1,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,1,3,1,3,1,2,0,0,2,1,2000000,,,,1,1000000,,,,"05-2018",,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,"K L M","K","M","M","K",3,,,,,1,15000000,11,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","N","A","N",30000000,1,1,1,,,,,,,,,1,2,98,,48,3,,,,,1,800000,1,"A B",1,1,0,0,0,0,40,"60",0,0,0,0,100,"A B",1,1,0,0,0,0,0,40,60,0,0,0,0,0,100,4,1,3,3,1,3,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"B",0,1,0,0,0,0,3,1,3,,40,1,1,3,3,,,,,,,,,,,,,,,,,1,8,"15:58:26",1,,700.25,"13-04-2016",4/13/2016,700,"19","01","1985","011985"
"KEP. RIAU","BATAM",1,35,18,"S35_18",2,"FEMALE",3,"SENIOR HIGH SCHOOL (SMA)","19-12-2019","YA",1,1,1,3,3,96,5,96,1,5,"19-12-2019","W",1,0,0,0,0,1,,"01-01-2014","W",1,0,0,0,0,0,"RETAIL TRADING OF ALL HOUSEHOLD NEEDS (SEMBAKO) IN STALL",47,471,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"D",0,0,0,1,0,0,0,0,0,0,1,2,"LPG HOME STATION","HOUSE RENT FOR KOS",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,1,3,3,3,1,0,0,2,2,1,15000000,,,,1,2000000,,,,"12-2019",,3,3,3,3,3,3,3,3,3,1,3,3,1,1,3,"J   M V","M","V","M","V",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,1,3,3,1,1,4,"A          K   N V","A","V","A","V",120000000,1,1,1,,,,,,,,,1,2,1,400000000,36,3,,,,,1,3700000,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"A B",1,1,0,0,0,0,0,50,50,0,0,0,0,0,100,4,3,3,1,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3,,40,1,1,1,3,,,,,,,,,,,,,,,,,3,,"10:59:52",1,,4740.625,"01-01-2014",1/1/2014,4741,"22","04","1981","041981"
"SUMATERA UTARA","KARO",1,40,6,"S40_6",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","26-06-2018","YA",1,1,1,3,1,96,5,96,,,"26-06-2018","W",1,0,0,0,0,1,,"98-98-2016","C E",0,0,1,0,1,0,"ORANGE PLANTATION",1,12,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"B",0,1,0,0,0,0,0,0,0,0,1,1,"VEGETABLES AGRICULTURE",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,1,3,1,6,6,0,12,1,45000000,,,,1,6000000,,,,"98-2016",,1,3,3,3,3,3,3,1,3,3,3,1,1,3,4,"A       H    L M","H","L","A","H",1,1,50000000,1,2,1,60000000,1,,1,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,"A         J    N","N","A","A","N",220000000,1,2,2,,,,,,,,,2,2,1,550000000,24,3,,,,,98,,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A B",1,1,0,0,0,0,0,30,70,0,0,0,0,0,100,4,3,3,1,3,3,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3,,25,1,1,1,1,"B",0,1,0,0,0,0,0,,"PRINCIPAL PAYMENT WAS SUSPENDED FOR 3 MONTHS",,,,,,3,3,,"11:50:43",1,,1112.4375,"01-01-2016",1/1/2016,1112,"02","06","1973","061973"
"SUMATERA BARAT","PARIAMAN",1,39,49,"S39_49",2,"FEMALE",3,"SENIOR HIGH SCHOOL (SMA)","02-05-2018","YA",1,1,1,3,3,96,7,1,,,"02-05-2018","W",1,0,0,0,0,1,,"31-01-2003","W",1,0,0,0,0,0,"TRADING RETAIL CLOTHES SO, LIKE T-SHIRTS, HEMS AND PANTS IN THE STORE",47,477,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"C D",0,0,1,1,0,0,0,0,0,0,1,1,"PADDY AGRICULTURE",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,3,1,3,1,0,0,2,2,1,0,,,,1,0,,,,"05-2018",,3,1,3,3,3,3,3,3,3,1,3,1,1,1,5,"B        J  L M V","B","L","B","L",3,,,,,1,50000000,2,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,"A","A","AA","A","AA",200000000,1,1,1,,,,,,,,,1,2,1,1000000000,24,3,,,,,1,4770000,96,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A B",1,1,0,0,0,0,0,50,50,0,0,0,0,0,100,4,1,3,1,96,96,96,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"C",0,0,1,0,0,0,3,1,3,,80,1,1,3,3,,,,,,,,,,,,,,,,,1,98,"12:30:11",1,,456.6875,"31-01-2003",1/31/2003,457,"22","08","1956","081956"
"SUMATERA SELATAN","MUARA ENIM",1,39,18,"S39_18",2,"FEMALE",3,"SENIOR HIGH SCHOOL (SMA)","18-05-2019","YA",1,1,1,3,3,96,7,1,,,"18-05-2019","W",1,0,0,0,0,1,,"17-08-2013","W",1,0,0,0,0,0,"FOOD STALL POCI LIMBUN, SERVED AS LESEHAN",56,561,1,1,1,100,1,2,2,"A L",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,"A","F",0,0,0,0,0,1,0,0,0,0,1,2,"BRI LINK AGENT","STREET SELLING OF SWEETENED ",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,1,3,1,3,0,0,3,1,40000000,,,,1,12000000,,,,"05-2019",,1,3,3,3,3,3,3,3,3,1,3,1,1,3,4,"A         J  L M","L","M","L","J",1,1,180000000,98,,1,180000000,1,,1,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,"A          K   N","N","A","N","A",170000000,1,1,1,,,,,,,,,1,2,98,,48,1,2,1,3,,,,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A B",1,1,0,0,0,0,0,60,40,0,0,0,0,0,100,4,1,3,1,3,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"B",0,1,0,0,0,0,1,,3,,75,1,2,1,1,"B",0,1,0,0,0,0,0,,"PRINCIPAL PAYMENT WAS SUSPENDED FOR 5 MONTHS",,,,,,5,1,9,"13:43:08",1,,456.6875,"17-08-2013",8/17/2013,457,"17","08","1974","081974"
"JAWA TIMUR","TULUNGAGUNG",1,5,244,"S5_244",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","23-08-2019","YA",1,1,1,3,3,96,4,1,,,"23-08-2019","W",1,0,0,0,0,1,,"01-01-2000","W",1,0,0,0,0,0,"GURAME FISH CULTIVATION BUSINESS IN POOL",3,32,1,2,2,100,1,2,2,"A B K L",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,"B","G",0,0,0,0,0,0,1,0,0,0,1,1,"TEMPE PRODUCTION",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,3,3,1,0,0,1,1,1,0,,,,1,0,,,,"08-2019",,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,"B          L M","B","M","B","M",3,,,,,1,5000000,3,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","AA","A","N",15000000,1,1,1,,,,,,,,,1,2,98,,24,3,,,,,1,4800000,1,"A B",1,1,0,0,0,0,40,"60",0,0,0,0,100,"A B",1,1,0,0,0,0,0,40,60,0,0,0,0,0,100,4,3,3,3,3,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,50,,1,1,3,3,,,,,,,,,,,,,,,,,1,5,"16:37:46",1,,7192.02978515625,"01-01-2000",1/1/2000,7192,"11","12","1973","121973"
"DKI JAKARTA","JAKARTA SELATAN",1,5,246,"S5_246",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","25-11-2017","YA",1,1,1,3,3,96,5,1,,,"25-11-2017","W",1,0,0,0,0,1,,"12-09-2016","W",1,0,0,0,0,0,"FOOD STALL BU ENDANG (NASI UDUK)",56,561,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","W",0,0,0,0,0,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,3,3,3,0,0,1,1,1,1000000,,,,1,300000,,,,"11-2017",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","L","M","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","N","A","N",5000000,1,1,1,,,,,,,,,1,2,1,8000000,18,3,,,,,1,300000,3,"A B",1,1,0,0,0,0,60,"40",0,0,0,0,100,"A B",1,1,0,0,0,0,0,60,40,0,0,0,0,0,100,4,3,3,3,96,96,96,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3,,60,3,,,,,,,,,,,,,,,,,,,,3,,"11:48:53",1,,7192.02978515625,"12-09-2016",9/12/2016,7192,"20","06","1955","061955"
"JAWA TIMUR","JOMBANG",1,5,251,"S5_251",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","03-04-2018","YA",1,1,1,3,3,96,5,1,,,"03-04-2018","W",1,0,0,0,0,2,2019,"01-04-2001","W",1,0,0,0,0,0,"SNACKS AND BEVERAGES AT SCHOOL",56,561,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","G",0,0,0,0,0,0,1,0,0,0,1,1,"MANUFACTURE OF LEATHER BAG",,,,,,,,,1,3,,,"V",0,0,0,0,0,0,0,0,0,0,1,,1,0,0,1,1,2000000,,,,1,800000,,,,,3,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,"04-2018",,3,3,3,3,3,3,3,3,3,1,3,1,1,3,3,"J  L M","M","AA","M","J",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","W","AA","A","N",15000000,1,3,3,,,,,,,,,3,2,98,,36,3,,,,,1,700000,1,"A B",1,1,0,0,0,0,50,"50",0,0,0,0,100,"A B",1,1,0,0,0,0,0,50,50,0,0,0,0,0,100,4,3,3,1,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13:22:20",1,,7192.02978515625,"01-04-2001",4/1/2001,7192,"24","04","1991","041991"
"JAWA TIMUR","MOJOKERTO",1,5,293,"S5_293",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","06-05-2018","YA",1,1,1,3,3,96,5,1,,,"98-05-2018","D",0,0,0,1,0,1,,"98-98-2016","C E",0,0,1,0,1,0,"PASTRIES KIOSK ",47,472,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"A B D F",1,1,0,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,3,3,3,3,1,0,0,1,1,1,2400000,,,,1,1200000,,,,"05-2018",,1,3,3,3,3,3,3,3,3,3,1,1,1,3,4,"A          K L M","A","L","M","K",1,1,15000000,1,7,1,15000000,1,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","AA","N","AA",25000000,1,1,1,,,,,,,,,1,2,1,200000000,24,1,2,1,7,,,,1,"B F",0,1,0,0,0,1,0,"50",0,0,0,50,100,"B F",0,1,0,0,0,1,0,0,60,0,0,0,40,0,100,4,3,1,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,40,1,1,3,3,,,,,,,,,,,,,,,,,1,9,"17:49:57",1,,7192.02978515625,"01-01-2016",1/1/2016,7192,"17","02","1985","021985"
"JAWA TENGAH","PURBALINGGA",1,5,281,"S5_281",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","13-12-2019","YA",1,1,1,3,3,96,4,1,3,3,"13-12-2019","W",1,0,0,0,0,1,,"98-98-2000","C E",0,0,1,0,1,0,"HOME APPLIANCES STORE",47,475,1,2,2,100,1,2,2,"A B",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"A","Y",0,0,0,0,0,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,3,1,0,0,0,0,1,1000000,,,,1,500000,,,,"12-2019",,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,"L M V","L","V","M","AA",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","AA","N","AA",25000000,1,1,1,,,,,,,,,1,2,1,150000000,36,3,,,,,98,,1,"A B F",1,1,0,0,0,1,30,"30",0,0,0,40,100,"A B F",1,1,0,0,0,1,0,25,25,0,0,0,50,0,100,4,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3,,50,1,1,3,3,,,,,,,,,,,,,,,,,1,9,"09:38:15",1,,7192.02978515625,"01-01-2000",1/1/2000,7192,"30","09","1967","091967"
"JAWA TENGAH","BLORA",1,5,279,"S5_279",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","01-06-2019","YA",1,1,1,3,3,96,5,1,1,5,"98-06-2019","D",0,0,0,1,0,2,2019,"98-04-2019","B C E",0,1,1,0,1,0,"FOOD STALL: FRIED RICE",56,561,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"W",0,0,0,0,0,0,0,0,1,0,1,1,"GROCERIES STALL AND VEGETABLES",,,,,,,,,1,3,,,"G",0,0,0,0,0,0,1,0,0,0,0,,0,0,1,1,1,2000000,,,,1,1500000,,,,,1,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,"06-2019",,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,"L","L","AA","L","AA",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","M","AA","N","A",25000000,1,1,1,,,,,,,,,1,2,98,,24,1,2,1,0.200000002980232,,,,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"A D",1,0,0,1,0,0,0,1,0,0,99,0,0,0,100,4,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16:36:41",1,,7192.02978515625,"01-04-2019",4/1/2019,7192,"03","03","1998","031998"
"BANTEN","TANGERANG SELATAN",1,5,673,"S5_673",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","31-01-2018","YA",1,1,1,3,3,96,5,1,3,5,"98-98-2019","C D",0,0,1,1,0,3,2020,"98-98-2017","C E",0,0,1,0,1,0,"FOOD AND BEVERAGE SERVING INDOMIE, COFFEE, AND OTHERS IN STALL",56,561,1,2,2,100,1,2,2,"A B",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"A","W",0,0,0,0,0,0,0,0,1,0,1,1,"SELLING BAG AND PARFUME VIA ONLINE",,,,,,,,,1,1,"FEB, 2020",1,"V",0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,4500000,,,,1,1500000,,,,,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,"98-2017",,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,"F","F","AA","F","AA",3,,,,,1,5000000,6,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","AA","N","AA",20000000,1,2,2,,,,,,,,,2,2,1,12000000,18,1,1,1,0.25,,,,3,"A B",1,1,0,0,0,0,10,"90",0,0,0,0,100,"A B",1,1,0,0,0,0,0,90,10,0,0,0,0,0,100,4,3,3,1,1,3,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"B",0,1,0,0,0,0,4,1,3,,80,1,1,1,3,,,,,,,,,,,,,,,,,1,8,"14:05:58",1,,7192.02978515625,"01-01-2017",1/1/2017,7192,"31","01","1971","011971"
"SUMATERA UTARA","ASAHAN",1,36,26,"S36_26",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","24-09-2018","YA",1,1,1,3,1,96,7,2,,,"24-09-2018","W",1,0,0,0,0,1,,"05-09-2010","W",1,0,0,0,0,0,"WHOLESALE OF SEMBAKO",46,469,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"F",0,0,0,0,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,3,1,3,3,3,1,2,0,0,2,1,120000000,,,,1,9000000,,,,"09-2018",,3,3,3,3,3,3,3,3,1,3,1,3,1,3,3,"I  K  M","M","AA","I","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,1,1,3,3,1,3,4,"A         J K   N","N","A","A","N",200000000,1,1,1,,,,,,,,,1,2,98,,36,1,2,1,7,,,,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A B",1,1,0,0,0,0,0,80,20,0,0,0,0,0,100,4,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,2,,,1,1,1,3,,,,,,,,,,,,,,,,,3,,"10:38:08",1,,5822.9443359375,"05-09-2010",9/5/2010,5823,"21","08","1993","081993"
"JAMBI","JAMBI",1,40,4,"S40_4",1,"MALE",4,"DIPLOMA","20-12-2016","YA",1,1,1,3,1,96,7,1,3,6,"20-12-2016","W",1,0,0,0,0,1,,"12-02-1999","W",1,0,0,0,0,0,"PRINTING SERVICE BUSINESS IN VARIOUS ORDERS ACCORDING TO BUYER'S DESIGN, SUCH AS CLOTHES, YASIN BOOKS, SUVERNIR",18,181,1,2,2,100,1,2,2,"A B",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"A","D",0,0,0,1,0,0,0,0,0,0,1,1,"BAKERY SERVICES BY ORDER",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,1,3,1,1,3,1,0,3,4,1,15000000,,,,1,3000000,,,,"12-2016",,3,3,3,3,3,1,3,3,3,3,3,1,1,3,3,"F      L M","M","F","L","M",3,,,,,1,6000000,6,,1,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,"A B            N","A","N","A","N",150000000,2,2,1,"Y",0,0,0,0,0,0,1,1,2,1,150000000,48,1,2,1,0.899999976158142,,,,1,"A B",1,1,0,0,0,0,50,"50",0,0,0,0,100,"A B",1,1,0,0,0,0,0,50,50,0,0,0,0,0,100,4,1,3,1,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,98,,,3,,,,,,,,,,,,,,,,,,,,1,9,"13:23:40",1,,1112.4375,"12-02-1999",2/12/1999,1112,"03","02","1971","021971"
"RIAU","KUANTAN SINGINGI",1,40,20,"S40_20",1,"MALE",2,"JUNIOR HIGH SCHOOL (SMP)","18-01-2020","YA",1,1,1,3,1,96,4,96,,,"18-01-2020","W",1,0,0,0,0,1,,"07-11-2005","W",1,0,0,0,0,0,"OIL PALM PLANTATION",1,12,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"W",0,0,0,0,0,0,0,0,1,0,1,1,"GROCERIES STORE ",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,1,3,1,1,0,2,3,1,0,,,,1,0,,,,"01-2020",,3,1,3,3,3,3,3,3,3,3,3,3,1,3,2,"B           M","B","M","B","M",3,,,,,1,5000000,2,,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,"A  C","A","C","A","C",50000000,1,1,1,,,,,,,,,1,2,1,250000000,24,3,,,,,1,2240000,1,"A B",1,1,0,0,0,0,50,"50",0,0,0,0,100,"A B",1,1,0,0,0,0,0,50,50,0,0,0,0,0,100,4,3,3,1,3,3,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,96,,,1,1,3,3,,,,,,,,,,,,,,,,,1,3,"14:24:27",1,,1112.4375,"07-11-2005",11/7/2005,1112,"28","08","1980","081980"
"LAMPUNG","LAMPUNG SELATAN",1,40,24,"S40_24",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","25-02-2020","YA",1,1,1,3,1,96,5,1,,,"25-02-2020","W",1,0,0,0,0,1,,"10-05-2017","W",1,0,0,0,0,0,"WHOLESALE OF STATIONERY (ATK) IN RUKO",46,464,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"C F",0,0,1,0,0,1,0,0,0,0,1,1,"UMRAH TRAVEL AGENT ""HASANAH""",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,3,1,1,3,3,1,2,0,0,2,1,1000000,,,,1,250000,,,,"02-2020",,1,3,3,3,3,3,3,3,3,3,1,1,1,3,4,"A          K L M","L","A","A","L",1,1,50000000,98,,1,75000000,1,,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,"A B          L","A","B","A","L",50000000,1,1,1,,,,,,,,,1,2,1,500000000,36,3,,,,,1,1520000,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A B",1,1,0,0,0,0,0,80,20,0,0,0,0,0,100,4,1,3,1,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3,,60,3,,,,,,,,,,,,,,,,,,,,1,7,"15:53:09",1,,1112.4375,"10-05-2017",5/10/2017,1112,"06","01","1976","011976"
